ㄹ,지역_소분류,매장명,테마명,장르,난이도,시간,오픈(리뉴얼),비고
서울,강남,개꿀이스케이프,말장난감,,5,50분,2024.05.04,5월 내 종료예정
서울,강남,개꿀이스케이프,사랑방,,4,50분,2024.05.04,5월 내 종료예정
서울,강남,개꿀이스케이프,1세대 방탈출 박물관,,3,50분,2024.05.04,5월 내 종료예정
서울,강남,개꿀이스케이프,전지적 용사시점,,3,50분,2024.08.28,5월 내 종료예정
서울,강남,개꿀이스케이프,알록달록,,4,50분,2024.08.28,5월 내 종료예정
서울,강남,개꿀이스케이프,탈옥,,5,50분,2024.08.28,5월 내 종료예정
서울,강남,겟어웨이방탈출,악마와 싸우는 자,스릴러,3.5,65분,2024.01.10,
서울,강남,겟어웨이방탈출,기억을 잃은 자들,드라마,2.5,65분,2024.01.20,
서울,강남,겟어웨이방탈출,사라진 성물,드라마,2.5,60분,2024.03.25,
서울,강남,넥스트에디션 강남3호점,야근,서스펜스,3,60분,2019.10.26,
서울,강남,넥스트에디션 강남3호점,첫만남,드라마,4,60분,2019.10.26,
서울,강남,넥스트에디션 강남3호점,마지막 일주,신화/판타지,3,60분,2019.12.17,
서울,강남,넥스트에디션 강남3호점,크리쳐-신인류의 탄생,SF,3,65분,2020.02.10,
서울,강남,넥스트에디션 강남3호점,안녕하세요? 무엇을 도와드릴까요?,판타지,3,60분,2019.11.02,
서울,강남,넥스트에디션 강남5호점,뱅크럽,로맨스,3,60분,2020.01.23,
서울,강남,넥스트에디션 강남5호점,우리동네 김선의,힐링,3,60분,2020.01.23,
서울,강남,넥스트에디션 강남5호점,그래도 피망은 먹기 싫단 말이에욧,참교육,4,60분,2020.03.01,
서울,강남,넥스트에디션 강남5호점,SOS,조난,5,70분,2020.03.23,
서울,강남,단편선 강남점,그림자 없는 상자,,3,75분,2022.02.07,
서울,강남,단편선 강남점,사람들은 그것을 행복이라 부르기로 했다,,4,80분,2022.06.22,
서울,강남,도어이스케이프 강남가든점,출동,코믹 감성,3,70분,2022.05.31,
서울,강남,도어이스케이프 강남가든점,인서트 코인,게임 아케이드,3.5,60분,2022.08.26,
서울,강남,도어이스케이프 강남가든점,둘이라면,요리,2.5,60분,2022.09.16,
서울,강남,도어이스케이프 강남가든점,이매진,코믹,3,70분,2023.06.14,
서울,강남,도어이스케이프 신논현 레드점,럭키,코믹,4,75분,2020.07.29,
서울,강남,도어이스케이프 신논현 레드점,비,게임,5,77분,2020.09.14,
서울,강남,도어이스케이프 신논현 레드점,유전,?,과거 3 현재 7,75분,2020.11.25,
서울,강남,도어이스케이프 신논현 블루점,트루스,스릴러,4,80분,2021.01.21,
서울,강남,도어이스케이프 신논현 블루점,이방인,아케이드성 추리,일반모드 3.5 협력모드 4.5,120분,2021.05.19,
서울,강남,라스트이스케이프,비서,,3,60분,2019.08.26,
서울,강남,라스트이스케이프,오감,,초보자 4 숙련자 3.5,60분,2019.09,
서울,강남,라스트이스케이프,클럽 레벨스,,2,60분,2019.08,
서울,강남,라스트이스케이프,알카트라즈,,3,60분,2019.08.26,
서울,강남,룸즈에이 강남점,광야,역사/작전,4,70분,2020.09.30,
서울,강남,룸즈에이 강남점,왕자님이 찾으십니다,판타지,5,70분,2020.09.30,
서울,강남,룸즈에이 강남점,집떡 묘선생,동화,3.5,60분,2021.09.02,
서울,강남,룸즈에이 강남점,테마 팩토리,문제해결/AI,5,70분,2021.10.25,
서울,강남,미스터리룸이스케이프 강남점,인형괴담,공포/미스터리,3,60분,2017.10,
서울,강남,미스터리룸이스케이프 강남점,소서러,판타지,3,60분,2017.10,
서울,강남,미스터리룸이스케이프 강남점,영혼의 편지,추리/스릴러,4,60분,2015.12.07,
서울,강남,미스터리룸이스케이프 강남점,개인병원의 비밀,미스터리/스릴러,,60분,2015.12.15,
서울,강남,미스터리룸이스케이프 강남점,사라진 왕관,판타지,3,60분,2015.12.07,
서울,강남,비트포비아 강남던전,로스트 킹덤 : 잊혀진 전설,모험 탐험,NORMAL,60분,2019.06.21,
서울,강남,비트포비아 강남던전,마음을 그려드립니다,판타지,NORMAL,60분,2019.06.21,
서울,강남,비트포비아 강남던전,대호시장 살인사건,추리,HARD,60분,2019.06.21,
서울,강남,비트포비아 강남던전,강남목욕탕,코믹,EASY,60분,2019.06.21,
서울,강남,비트포비아 강남던전 2호점,로스트 킹덤 2: 대탐험의 시작,모험 탐험,NORMAL,75분,2020.10.29,
서울,강남,비트포비아 강남던전 2호점,메이데이,SF,NORMAL,65분,2020.11.06,
서울,강남,비트포비아 던전 루나,검은 운명의 밤,추리,NORMAL,65분,2023.05.31,
서울,강남,비트포비아 던전 루나,3일,판타지,NORMAL,75분,2023.10.07,
서울,강남,비트포비아 던전 스텔라,데스티니 앤드 타로,판타지,NORMAL,75분,2024.01.13,
서울,강남,비트포비아 던전 스텔라,향,"호러,공포",NORMAL,70분,2024.03.21,
서울,강남,비트포비아 던전 스텔라,TIENTANG CITY,"탈출, 잠입",NORMAL,75분,2024.08.21,
서울,강남,세븐클루스 강남1호점,룸 401,추리,3,60분,2016.05.18,
서울,강남,세븐클루스 강남1호점,환생,추리,3,60분,2018.11,
서울,강남,세븐클루스 강남1호점,러브 에센스,로맨스,3,60분,2018.11,
서울,강남,세븐클루스 강남1호점,원한(원숭이의 한),액션,4,60분,2018.11.02,
서울,강남,세븐클루스 강남1호점,더 홀,액션,3,60분,2016.05.09,
서울,강남,세븐클루스 강남1호점,사라진 백마교도,스릴러,4,60분,2016.05.10,
서울,강남,세븐클루스 강남2호점,죽음의 GP507,액션,4,60분,2016.10.24,
서울,강남,세븐클루스 강남2호점,백설공주의 비밀,로맨스,3,60분,2016.10.24,
서울,강남,세븐클루스 강남2호점,데드 얼라이브,스릴러,4,60분,2016.10.24,
서울,강남,세븐클루스 강남2호점,차이나타운의 진실,스릴러,3,60분,2016.10.24,
서울,강남,스튜디오 ESC,검은 마법사,판타지,3,75분,2023.11.14,
서울,강남,스튜디오 ESC,하얀 마법사,판타지,4,75분,2024.03.01,
서울,강남,싸인이스케이프 강남시티점,러너웨이,,4,75분,2021.03.16,
서울,강남,싸인이스케이프 강남시티점,머스트,잠입 드라마,4,75분,2022.07.15,
서울,강남,싸인이스케이프 강남시티점,익스프레스,문제방,5,40분,2023.04.28,
서울,강남,에피소드방탈출 강남점,귀문기담,공포,3,75분,2022.05.15,
서울,강남,에피소드방탈출 강남점,메아리,스릴러,3.5,75분,2023.03.02,
서울,강남,에피소드방탈출 강남점,그래서 님 몇 방?,문제방,,60분,2025.01.20,
서울,강남,엑소더스방탈출카페 강남점,클레임,판타지,4,70분,2022.12.25,
서울,강남,엑소더스방탈출카페 강남점,위시,감성/판타지,3,75분,2023.12.25,
서울,강남,엑스케이프 강남점,기억의 틈,추리/드라마,3,70분,2019.10.16,
서울,강남,엑스케이프 강남점,수취인 초대,미스터리/스릴러,4,70분,2020.01.11,
서울,강남,엑스케이프 강남점,제3표류도,수사추리/어드벤처,4,80분,2022.11.06,
서울,강남,이룸에이트,죽지 않아,19금/코믹,3,60분,2020.05.16,
서울,강남,이룸에이트,나의 계획은,15금/드라마,3,60분,2021.05,
서울,강남,이룸에이트,아이엠 유튜버,참교육/코믹,3,60분,2021.06.30,
서울,강남,이룸에이트,고령화사회,수사/추리,3,60분,2021.12.10,
서울,강남,이룸에이트,스테이시,감성/판타지,4,60분,2022.10.27,
서울,강남,이룸에이트,고인,미스터리,5,60분+@,2023.09.01,
서울,강남,이룸에이트,민초,코믹/잠입,3,60분,2023.04.26,
서울,강남,이룸에이트,낙원,스릴러/추적,4,60분,2024.04.25,
서울,강남,이스케이프랩,이세계 용사,판타지,4,100분,2021.03.27,
서울,강남,제로월드 강남점,아이엠,"추리,스릴러",4,75분,2020.07.07,
서울,강남,제로월드 강남점,어느 겨울밤 2,판타지,3,60분,2020.07.10,
서울,강남,제로월드 강남점,콜러,공포,5,75분,2020.07.31,
서울,강남,제로월드 강남점,나비효과,SF/드라마,3,75분,2020.08.26,
서울,강남,제로월드 강남점,링,공포,3,75분,2020.11.18,
서울,강남,제로월드 강남점,제로호텔 L,스릴러,4,60분,2021.01.02,
서울,강남,제로월드 강남점,돈,범죄 잠입 액션,3+α,75분,2021.03.12,
서울,강남,제로월드 강남점,포레스트,"공포,도전",4,75분,2021.04.28,
서울,강남,제로월드 강남점,헐!,코믹,4,90분,2022.03.24,
서울,강남,제로월드 블랙,제로,공포 스릴러,4,120분,2022.11.29,
서울,강남,초상화,Hiraeth,서스펜스,4,60분,2024.09.07,
서울,강남,초상화,Les Portrait,감성,3,75분,2024.12.16,
서울,강남,코드케이 강남점,충무공 이순신,액션,4,60분,2016.11.02,
서울,강남,코드케이 강남점,미스터리 거울의 방,공포,5,60분,2017.01.24,
서울,강남,코드케이 강남점,저주받은 산장,공포,3,60분,2016.06.01,
서울,강남,코드케이 강남점,납치,공포,4,60분,2016.08.27,
서울,강남,코드케이 강남점,기억상실,추리,4,60분,2016.05,
서울,강남,코드케이 강남점,살인사건 현장,추리,4,60분,2016.04.29,
서울,강남,코드케이 강남점,셜록홈즈:살인누명,추리,4,60분,2016.06.03,
서울,강남,코드케이 강남점,테러리스트,잠입,3,60분,2016.09.20,
서울,강남,코드케이 강남점,감옥탈출,액션,4,60분,2016.06.10,
서울,강남,코드케이 강남점,좀비 90일 후,공포,4,60분,2016.08.12,
서울,강남,코드케이 강남점,기술자들,잠입,4,60분,2017.04.27,
서울,강남,코드케이 강남점,도둑들,잠입,3,60분,2016.04.29,
서울,강남,코드케이 강남점,미치광이 연쇄살인범,스릴러,5,60분,2016.05,
서울,강남,코드케이 강남점,얼어붙은 물의 신전,판타지,3,60분,2018.02.09,
서울,강남,코드케이 강남점,504호,스릴러,4,60분,2024.09.09,
서울,강남,쿠쿠룸 1089,신비로운 직원생활,"코믹,추리",4,60분,2024.02.01,
서울,강남,쿠쿠룸 1089,실직요정 비상대책위원회,"코믹,드라마",3,80분,2024.02.04,
서울,강남,쿠쿠룸 1089,백순대-셀레스트,도전(문제방),5~9,50분,2024.02.14,
서울,강남,쿠쿠룸 1089,쿠쿠마스터 2025윈터시즌,,6,100분,2025.01.24,
서울,강남,쿠쿠룸 190000,첨탑-상층부,모노룸 문제방,4,50분,2024.10.28,
서울,강남,쿠쿠룸 190000,끼리코 구조대,코믹,2.5,60분,2024.10.28,
서울,강남,쿠쿠룸 190000,리그 오브 이스케이프,"협동,레이드,문제",5,80분,2024.11.26,
서울,강남,키이스케이프 강남점,월야애담,동화,4,60분,2017.11.18,
서울,강남,키이스케이프 강남점,살랑살랑 연구소,감성,3.5,60분,2017.12.14,
서울,강남,키이스케이프 강남점,그카지 말라 캤자나,코믹,4,60분,2018.05.03,
서울,강남,키이스케이프 강남더오름점,네드,,4,75분,2019.09.16,
서울,강남,키이스케이프 강남더오름점,앤제리오,,4,70분,2019.12.18,
서울,강남,키이스케이프 로그인1,머니머니패키지,머니머니,4,65분,2023.03.30,
서울,강남,키이스케이프 로그인1,포 프리,,4,65분,2023.11.24,
서울,강남,키이스케이프 로그인2,백 투 더 씬 +,,3.5,65분,2023.05.10,
서울,강남,키이스케이프 로그인2,어 젠틀 먼데이,잠입+액션,4,75분,2024.02.21,
서울,강남,키이스케이프 메모리컴퍼니,필름 바이 에디,일상 드라마,3.5,75분,2022.10.26,
서울,강남,키이스케이프 메모리컴퍼니,필름 바이 스티브,잠입,3.5,80분,2023.01.04,
서울,강남,키이스케이프 메모리컴퍼니,필름 바이 밥,일상 드라마,3.5,75분,2023.08.18,
서울,강남,키이스케이프 스테이션,머니머니부동산,머니머니,4,80분,2024.06.07,
서울,강남,키이스케이프 스테이션,내 방,코믹,3.5,65분,2024.08.01,
서울,강남,키이스케이프 스테이션,노스탤지아 비스타,미스터리 드라마,3.5,65분,2024.12.12,
서울,강남,키이스케이프 우주라이크,어스,"판타지, 동화",3.5,65분,2021.06.26,
서울,강남,키이스케이프 우주라이크,워너 고 홈,병맛 어드벤처 회사 코믹물,3.5,70분,2021.10.06,
서울,강남,파라박스,룸 444,공포,,90분,2024.07.06,
서울,강남,판타스트릭 1호점,태초의 신부: 이브 프로젝트,잠입/액션/SF판타지,4,100분,2021.03.01,
서울,강남,판타스트릭 2호점,사자의 서: 북 오브 두아트,SF/판타지,3,80분,2023.02.18,2025.05.31 종료
서울,강남,포인트나인 강남점,열쇠공의 이중생활,,4,70분,2020.06.05,
서울,강남,포인트나인 강남점,시간이 멈춘 마을,,4,70분,2020.08.14,
서울,강남,포인트나인 강남점,주인없는 낡은 서점,,4,70분,2021.05.26,
서울,강남,포인트나인 강남점,눈 먼 귀금속 상인의 후회,,3,70분,2023.06.29,
서울,강남,포인트나인 강남2호점,홈커밍,,4,80분,2021.05.19,25년 2월까지 운영예정
서울,강남,포인트나인 강남2호점,홈타운,,3,80분,2021.11.20,25년 2월까지 운영예정
서울,강남,프랭크의 골동품 가게,My Private Heaven,,3.5,75분,2025.01.28,
서울,강남,플레이더월드 강남점,이웃집 또 털어,"코믹, 잠입",5,80분,2020.01.08,
서울,강남,플레이더월드 강남점,이웃집 또 도와,"코믹, 심부름",5,110분,2022.08.26,
서울,강남,플레이더월드 강남점,이상한 나라로 출두요,"판타지, 이세계",4,100분,2021.09.20,
서울,강남,플레이더월드 강남점,조선피자몰,,3,60분,2019.11.09,
서울,강남,플레이더월드 강남점,두근두근 러브대작전,코믹,4,70분,2024.01.06,
서울,강남,플레이더월드 강남점,먹루마블,,5,80분,2024.02.19,
서울,강남,플레이포인트랩 강남점,리허설,공포,4,60분,2023.03.15,
서울,강남,플레이포인트랩 강남점,갱생,잠입,4,80분,2023.03.13,
서울,강남,플레이포인트랩 강남점,더 맨,밀리터리,4,80분,2023.09.15,
서울,강남,플레이포인트랩 강남점,스태프 온리,?,3,60분,2023.11.25,
서울,강남,플레이포인트랩 강남점,작은 창고,문제방,3,60분,2024.04.02,
서울,강남,황금열쇠 강남타임스퀘어점,노몬,판타지,3,80분,2021.05.15,
서울,강남,황금열쇠 강남타임스퀘어점,섬: 잊혀진 이야기,미스터리,4,80분,2023.03.16,
서울,강남,황금열쇠 강남플라워로드점,BACK화점,범죄,4,70분,2021.10.29(2023.06.30),
서울,강남,황금열쇠 강남플라워로드점,어나더,스릴러,3,70분,2022.08.26(2024.07.20),
서울,가로수길,시그널헌터 가로수길점,엑소시즘 인 신사,공포 오컬트,,60분,2017.10,
서울,가로수길,시그널헌터 가로수길점,젠틀맨 뱅크,액션 하이스트,,60분,2017.10,
서울,가로수길,시그널헌터 가로수길점,신사 정육점,공포 스릴러,,60분,2017.10,
서울,가로수길,시그널헌터 가로수길점,헤어질 결심,,4,60분,2024.07,
서울,가로수길,이스케이프샵 신사점,주희다방,드라마,3,60분,2020.04.28,
서울,가로수길,이스케이프샵 신사점,판데믹,"잠입,추리",3.5,60분,2020.04.28,
서울,가로수길,이스케이프샵 신사점,손 없는 날,"스릴러,공포",4,60분,2020.04.28,
서울,가로수길,이스케이프샵 신사점,포춘 테라피,"감성, 힐링",3.5,61분,2020.05.23,
서울,가로수길,이스케이프샵 신사점,천사소녀 제티,"코믹,도둑질",3,60분,2020.05.23,
서울,가로수길,코드이스케이프 가로수길점,아는 사이,,4,60분,2019.07.15,
서울,가로수길,코드이스케이프 가로수길점,재즈 인 더 레인,,4,60분,2017.01.17,
서울,가로수길,코드이스케이프 가로수길점,(수)산업스파이,,3,70분,2025.01.13,
서울,건대,넥스트에디션 건대점,소울 체이서-실종,야외방탈출,4,90분,2020.05.27,
서울,건대,넥스트에디션 건대점,이불 밖은 위험해,드라마,3,60분,2017.12.13,
서울,건대,넥스트에디션 건대점,썸,연애,3,60분,2018.07.12,
서울,건대,넥스트에디션 건대점,다시봄,드라마,4,80분,2018.04.10,
서울,건대,넥스트에디션 건대점,B아파트 13동 1313호,공포,3,60분,2017.12,
서울,건대,넥스트에디션 건대점,몬스터:10800,판타지,5,70분,2017.12.13,
서울,건대,넥스트에디션 건대 2호점,커튼콜,판타지,3,60분,2019.03.25,
서울,건대,넥스트에디션 건대 2호점,동화나라 수비대,어드벤처,5,80분,2019.05.03,
서울,건대,넥스트에디션 건대 2호점,메이크업,?,3,70분,2019.05.20,
서울,건대,넥스트에디션 건대 2호점,빛을 구해줘,빛을 구해줘,4,60분,2019.05.03,
서울,건대,넥스트에디션 건대 2호점,"어제, 그리고 오늘",드라마,4,60분,2020.02.17,
서울,건대,넥스트에디션 건대 2호점,방탈출 아카데미,미션,3,60분,2019.03.25,
서울,건대,넥스트에디션 건대 2호점,생존자_유명호 씨의 진술,재난 서스펜스,,65분,2024.11.28,
서울,건대,넥스트에디션 건대보네르관,세렌디피티,감성/판타지,4,100분,2021.08.11,
서울,건대,더메이즈 건대점,락커룸,문제방,4,60분,2016.08.10,
서울,건대,더메이즈 건대점,광해,사극,5,60분,2016.08.10,
서울,건대,더메이즈 건대점,몬테,,4.5,60분,2016.08.10,
서울,건대,더메이즈 건대점,남영동 1984,,3.5,60분,2016.08.10,
서울,건대,더메이즈 건대점,(나쁜) 아기돼지 삼형제,동화,3,60분,2016.08.10,
서울,건대,드림이스케이프,V.E.T,"드라마, 동물",3,60분,2023.02.09,
서울,건대,드림이스케이프,돌핀,"감성,판타지",3.5,65분,2023.04.07,
서울,건대,드림이스케이프,올더박스 파라다이스,"드라마,Company adventure",2.4,80분,2023.08.24,
서울,건대,드림이스케이프,바야흐로 여름이었다,"청춘, 미스터리",3,80분,2023.11.17,
서울,건대,마스터키 건대점,디데이,어드벤처 코믹,4,70분,2019.11.28,
서울,건대,마스터키 건대점,딜리버,스릴러 드라마,3,60분,2019.11.18,
서울,건대,마스터키 건대점,교생실습,공포,3.5,75분,2024.11.01,
서울,건대,머더파커 건대1호점,음대출신 김수학,,상,60분,2019.06.29,
서울,건대,머더파커 건대1호점,파커4,,상,80분,2019.06.29,
서울,건대,머더파커 건대1호점,우리 꼰대 진분홍,,중상,60분,2019.06.29,
서울,건대,머더파커 건대1호점,여행,,중상,70분,2019.07.06,
서울,건대,머더파커 건대1호점,어은꿈이진루다,,중하,60분,2019.07.29,
서울,건대,머더파커 건대1호점,꽁노리,스릴러,중하,60분,2019.07.15,
서울,건대,머더파커 건대2호점,동창회,,중상,70분,2020.07.31,
서울,건대,머더파커 건대2호점,이상한 하루,,중하,60분,2020.07.31,
서울,건대,머더파커 건대2호점,ROO3,,중상,45분,2020.07.31,
서울,건대,머더파커 건대2호점,5010,,상,60분,2020.07.31,
서울,건대,머더파커 건대2호점,동물병원,,중하,60분,2020.07.31,
서울,건대,비밀의화원 건대점,비밀의 선물,감성로맨스,3,60분,2019.07.04,
서울,건대,비밀의화원 건대점,우리의 전 사랑,찌질로맨스,2,60분,2019.07.04,
서울,건대,비밀의화원 건대점,레드림 컴퍼니,비즈니스19금,4,60분,2019.07.22,
서울,건대,비밀의화원 건대점,안녕,공포,3,60분,2019.07.22,
서울,건대,비밀의화원 건대점,우끼끼,코믹판타지,4,60분,2019.08.15,
서울,건대,비밀의화원 건대점,핑크슈즈,스릴러,5,60분,2019.10.28,종료예정
서울,건대,비밀의화원 포레스트점,미씽 스노우맨,호텔,2,70분,2020.03.20,
서울,건대,비밀의화원 포레스트점,새벽 베이커리,감성,3,60분,2020.04.06,
서울,건대,비밀의화원 포레스트점,더 데이,성인식,3,60분,2020.05.15,
서울,건대,비밀의화원 포레스트점,라스트 잡,실내/외 미션,4,90분,2020.05.07,
서울,건대,솔버 1호점,루시드 드림,공포/추리,3,60분,2017.04.21,
서울,건대,솔버 1호점,콜드 케이스,미스터리/스릴러,5,60분,2017.05.07,
서울,건대,솔버 1호점,더 케이지,추리/스릴러,4,60분,2017.09.27,
서울,건대,솔버 2호점,디어 마르시,미스터리,4,75분,2018.05.29,
서울,건대,솔버 2호점,이층 복도 끝 화장실,공포/스릴러,4,75분,2019.02.09,
서울,건대,솔버 2호점,무채색 인간,드라마,5,70분,2019.09.07,
서울,건대,엑스케이프 건대점,이도공간,미스터리/판타지,3,60분,2017.07.17,
서울,건대,엑스케이프 건대점,501동 사람들,드라마/서스펜스,3,70분,2019.11.14,
서울,건대,엑스케이프 건대점,숨바꼭질,추리/스릴러,4,60분,2018.02.26,
서울,건대,엑스케이프 건대점,짜불성설,추리/잠입수사,4,75분,2023.08,
서울,건대,엑스케이프 뉴케이스,침묵의 목격자,사건의재구성/추리,3,70분,2024.09.04,
서울,건대,엑스케이프 뉴케이스,인지상점,잠입수사/추적,2,,2024.09,
서울,건대,엑스크라임,청림맨션,미스터리/스릴러,3,60분,2018.07.23,
서울,건대,엑스크라임,베다바리,드라마/실종탐사,5,70분,2020.11.25,
서울,건대,엑스크라임,운필귀정,미제사건/수사추리,4,70분,2022.04.11,
서울,건대,이스케이프샵 건대점,철수네 수퍼,코믹,보통,60분,2022.11.22(2023.03),
서울,건대,이스케이프샵 건대점,튜링테스트,문제,매우 어려움,90분,2022.11.22,
서울,건대,이스케이프샵 건대점,고양학개론,코믹/어드벤처,조금 어려움,60분,2022.11.22,
서울,건대,이스케이프샵 건대점,캠프ing,코믹/드라마,보통,65분,2022.11.22,
서울,건대,이스케이프샵 건대점,옥순양갱,드라마,조금 어려움,70분,2022.11.28,
서울,건대,이스케이프샵 건대점,오메가,공포,보통,75분,2023.02.20,
서울,건대,이스케이프샵 건대점,미스터 방,"코믹,반야외,잠입",보통,70분,2023.09.16,
서울,건대,이스케이프샵 건대점,더 라스트 노트,드라마,보통,60분,2023.04.10,
서울,건대,포인트나인 건대점,리턴,드라마,3,60분,2021.10.15,
서울,건대,포인트나인 건대점,알바,잠입,4,70분,2021.10.15,
서울,건대,포인트나인 건대점,잭 인 더 쇼,다크 판타지,2,75분,2023.12.09,
서울,건대,플레이더월드 건대점,사악한 악마와 달콤한 공장,판타지,2,60분,2020.09.10,
서울,건대,플레이더월드 건대점,선고,드라마,3,60분,2020.09.10,
서울,건대,플레이더월드 건대점,뱀파이어 헌터,"추적, 사냥",5,60분,2020.10,
서울,건대,플레이더월드 건대점,개수작,"코믹,로맨스",3,60분,2024.03.22,
서울,건대,플레이더월드 건대점,전지적 교수시점,코믹,4,60분,2024.03.22,
서울,건대,황금열쇠 건대점,플래시,"공포, 스릴러",3,70분,2021.12.25,
서울,건대,황금열쇠 건대점,나우히어,잠입,3,70분,2022.11.21,
서울,성수,레토 성수,호텔 레토,,3,100분,2021.01.08,
서울,성수,단편선 성수점,쓰여진 문장에 구원이 없다면,,3.5,80분,2024.05.03,
서울,성수,단편선 성수점,존재할 자격,,3,80분,2024.05.03,
서울,성수,단편선 성수점,뱃사람의 별,드라마/미스터리,3,75분,2024.05.03,
서울,성수,단편선 성수점,쥐와 파시스트와 마지막 한 장,코믹,3.5,70분,2024.10.22,
서울,잠실,넥스트에디션 잠실점,카페라떼,?,3,60분,2020.02.24,
서울,잠실,넥스트에디션 잠실점,작은 악마들,드라마,4,60분,2020.02.24,
서울,잠실,넥스트에디션 잠실점,락페스티벌,Challenge,5,60분,2020.03.27,
서울,잠실,넥스트에디션 잠실점,데.코.연.(데이트 코스 연구회),로맨스,2,60분,2020.03.27,
서울,잠실,머더파커 잠실점,집으로 가자 야호,,중하,70분,2021.12.17,
서울,잠실,머더파커 잠실점,정육각형,,상,80분,2021.12.17,
서울,잠실,머더파커 잠실점,두목이스케이프,,중상,70분,2021.12.17,
서울,잠실,머더파커 WOW 잠실점,난 그저 여행만 했을 뿐인데,,중하,70분,2023.07.17,
서울,잠실,머더파커 WOW 잠실점,G.A.S.A.,SF 우주,중하,70분,2023.07.17,
서울,잠실,머더파커 WOW 잠실점,파커랜드,,중하,70분,2023.07.17,
서울,잠실,머더파커 WOW 잠실점,아틀라스,모험,중하,70분,2023.07.17,
서울,잠실,셜록홈즈 잠실1호점,무속인 살인사건,사극,4,60분,2016.12,
서울,잠실,셜록홈즈 잠실1호점,빛과 그림자,드라마,3,60분,2018.08~10,
서울,잠실,셜록홈즈 잠실1호점,위험한 레시피,공포,4,60분,2018.01,
